CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
34001011100,New Jersey,Atlantic County,1,3139,1066,0,26.0,0.83,1,1,1,0,0,1,15.6,71136.0,1,1,1,1,1,0,0,0,512.0,1151.0,512.0,67.0,189.0,67.0,1151.0,36.66,189.0,6.01,253.0,8.07,160.0,5.09,983.0,31.31,25.0,0.81,13.0,0.41,0.0,0.0,6.0,0.19,124.0,3.94,196.0,6.25,23.0,2.19,42.0,3.96,512.0,16.32,67.0,2.13,110.0,3.52,58.0,1.84,438.0,13.95,7.0,0.23,9.0,0.28,0.0,0.0,1.0,0.02,58.0,1.84,79.0,2.5,7.0,0.7,18.0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0,780.0,420.0,2398.0,69.0,42.0,1.0,8.0,621.0,940.0,128.0,102.0
34001011201,New Jersey,Atlantic County,0,1885,688,0,5.0,0.27,0,0,0,0,0,0,9.4,87188.0,0,0,0,0,0,0,0,0,,,,,,,1885.0,100.0,363.0,19.25,416.0,22.07,210.0,11.14,1714.0,90.93,79.0,4.19,16.0,0.85,3.0,0.16,3.0,0.16,70.0,3.71,127.0,6.74,24.0,3.56,39.0,5.65,1885.0,100.0,363.0,19.25,416.0,22.07,210.0,11.14,1714.0,90.93,79.0,4.19,16.0,0.85,3.0,0.16,3.0,0.16,70.0,3.71,127.0,6.74,24.0,3.56,39.0,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,416.0,210.0,1714.0,79.0,16.0,3.0,3.0,70.0,127.0,22.0,35.0
34001011202,New Jersey,Atlantic County,0,7570,2786,0,18.0,0.24,0,0,0,0,1,0,13.1,80127.0,0,0,0,0,0,0,0,1,,,,,,,7564.0,99.92,2041.0,26.97,1729.0,22.84,1242.0,16.4,5912.0,78.1,1018.0,13.45,80.0,1.06,3.0,0.04,35.0,0.46,516.0,6.82,869.0,11.47,109.0,3.9,265.0,9.5,7393.0,97.66,1999.0,26.4,1683.0,22.23,1216.0,16.06,5758.0,76.07,1017.0,13.43,80.0,1.06,3.0,0.04,35.0,0.46,499.0,6.6,843.0,11.13,105.0,3.78,259.0,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,1730.0,1242.0,5918.0,1018.0,80.0,3.0,35.0,516.0,869.0,101.0,241.0
34001011300,New Jersey,Atlantic County,1,4603,1723,0,19.0,0.41,1,1,1,1,1,1,10.2,68298.0,1,1,1,1,1,0,0,1,4603.0,4603.0,4603.0,1442.0,1442.0,1442.0,4603.0,100.0,1442.0,31.34,1146.0,24.9,653.0,14.19,3383.0,73.5,434.0,9.43,82.0,1.78,3.0,0.07,34.0,0.74,667.0,14.49,1354.0,29.42,280.0,16.28,234.0,13.58,4603.0,100.0,1442.0,31.34,1146.0,24.9,653.0,14.19,3383.0,73.5,434.0,9.43,82.0,1.78,3.0,0.07,34.0,0.74,667.0,14.49,1354.0,29.42,280.0,16.28,234.0,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.0,1146.0,653.0,3383.0,434.0,82.0,3.0,34.0,667.0,1354.0,272.0,236.0
34001011401,New Jersey,Atlantic County,0,4759,1698,0,103.0,2.16,0,0,0,0,0,0,7.1,88068.0,0,0,0,0,0,0,0,0,,,,,,,4759.0,100.0,884.0,18.59,1051.0,22.08,609.0,12.8,4218.0,88.63,253.0,5.32,75.0,1.58,0.0,0.0,16.0,0.34,197.0,4.14,388.0,8.15,71.0,4.2,158.0,9.3,4751.0,99.84,883.0,18.55,1049.0,22.05,608.0,12.77,4213.0,88.53,250.0,5.26,75.0,1.57,0.0,0.0,16.0,0.34,197.0,4.14,388.0,8.15,71.0,4.2,158.0,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.0,1051.0,609.0,4218.0,253.0,75.0,0.0,16.0,197.0,388.0,71.0,159.0
34001011403,New Jersey,Atlantic County,1,5793,2173,0,0.0,0.0,1,1,1,0,0,1,3.7,73750.0,1,1,1,1,1,0,0,0,586.0,3290.0,586.0,62.0,1007.0,62.0,3290.0,56.79,1007.0,17.39,895.0,15.45,221.0,3.81,1598.0,27.59,1012.0,17.47,324.0,5.6,6.0,0.1,8.0,0.13,342.0,5.9,566.0,9.77,39.0,1.79,64.0,2.96,586.0,10.12,62.0,1.07,134.0,2.31,61.0,1.06,453.0,7.82,40.0,0.69,74.0,1.28,0.0,0.0,2.0,0.03,17.0,0.29,39.0,0.67,8.0,0.35,11.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.0,1509.0,397.0,2723.0,1817.0,532.0,6.0,15.0,700.0,1141.0,113.0,130.0
34001011404,New Jersey,Atlantic County,0,9359,3416,0,1013.0,10.82,0,0,0,0,1,0,12.5,81964.0,0,0,0,0,0,0,0,1,,,,,,,8064.0,86.17,2062.0,22.03,1618.0,17.29,1028.0,10.98,5585.0,59.68,1364.0,14.57,543.0,5.8,9.0,0.09,22.0,0.23,542.0,5.79,946.0,10.11,184.0,5.39,428.0,12.53,6050.0,64.65,1419.0,15.16,1196.0,12.78,675.0,7.21,4223.0,45.13,1100.0,11.76,367.0,3.93,7.0,0.08,18.0,0.19,334.0,3.57,636.0,6.79,126.0,3.7,302.0,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2330.0,1925.0,1250.0,6324.0,1665.0,650.0,9.0,26.0,685.0,1198.0,223.0,535.0
34001011500,New Jersey,Atlantic County,0,6592,2203,0,4.0,0.06,0,0,0,0,1,0,7.6,89257.0,0,0,0,0,0,0,0,1,,,,,,,6592.0,100.0,1703.0,25.84,1891.0,28.69,532.0,8.07,4746.0,72.0,1181.0,17.92,178.0,2.7,1.0,0.02,11.0,0.17,475.0,7.21,663.0,10.06,211.0,9.56,460.0,20.9,6592.0,100.0,1703.0,25.84,1891.0,28.69,532.0,8.07,4746.0,72.0,1181.0,17.92,178.0,2.7,1.0,0.02,11.0,0.17,475.0,7.21,663.0,10.06,211.0,9.56,460.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.0,1891.0,532.0,4746.0,1181.0,178.0,1.0,11.0,475.0,663.0,240.0,486.0
34001011600,New Jersey,Atlantic County,0,4942,1957,0,15.0,0.3,0,0,0,0,0,0,5.6,81441.0,0,0,0,0,0,0,0,0,456.0,456.0,,97.0,97.0,,4942.0,100.0,957.0,19.36,995.0,20.13,989.0,20.01,4653.0,94.15,147.0,2.97,58.0,1.17,2.0,0.04,8.0,0.16,74.0,1.5,159.0,3.22,53.0,2.7,112.0,5.71,4942.0,100.0,957.0,19.36,995.0,20.13,989.0,20.01,4653.0,94.15,147.0,2.97,58.0,1.17,2.0,0.04,8.0,0.16,74.0,1.5,159.0,3.22,53.0,2.7,112.0,5.71,456.0,9.22,97.0,1.97,107.0,2.17,52.0,1.04,448.0,9.06,2.0,0.04,3.0,0.06,0.0,0.0,0.0,0.0,3.0,0.06,5.0,0.09,6.0,0.31,9.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,938.0,995.0,989.0,4653.0,147.0,58.0,2.0,8.0,74.0,159.0,51.0,110.0
34001011701,New Jersey,Atlantic County,1,9371,3107,0,0.0,0.0,1,1,1,0,0,1,21.6,63091.0,1,1,1,1,1,0,0,0,2363.0,6527.0,2363.0,1072.0,2568.0,1072.0,6527.0,69.65,2568.0,27.41,1787.0,19.07,592.0,6.32,3300.0,35.21,917.0,9.79,1412.0,15.07,0.0,0.0,28.0,0.3,869.0,9.28,1331.0,14.2,35.0,1.12,429.0,13.81,2363.0,25.21,1072.0,11.44,722.0,7.71,149.0,1.59,1038.0,11.07,373.0,3.98,601.0,6.41,0.0,0.0,9.0,0.1,342.0,3.65,536.0,5.72,17.0,0.53,139.0,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3374.0,2499.0,881.0,4870.0,1205.0,1974.0,1.0,51.0,1270.0,1907.0,42.0,550.0
34001011702,New Jersey,Atlantic County,1,3236,1239,0,2.0,0.06,1,1,1,1,1,1,11.9,44818.0,1,1,1,1,1,0,0,1,1165.0,2471.0,1165.0,447.0,933.0,447.0,2471.0,76.37,933.0,28.84,592.0,18.28,309.0,9.55,1397.0,43.16,488.0,15.08,217.0,6.7,0.0,0.0,34.0,1.05,336.0,10.38,541.0,16.73,132.0,10.69,209.0,16.85,1165.0,36.01,447.0,13.81,246.0,7.61,179.0,5.54,760.0,23.48,194.0,5.98,51.0,1.58,0.0,0.0,9.0,0.29,152.0,4.68,223.0,6.9,78.0,6.27,110.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.0,813.0,393.0,1740.0,699.0,293.0,0.0,34.0,470.0,747.0,138.0,252.0
34001011802,New Jersey,Atlantic County,1,15765,5186,0,9.0,0.06,0,0,0,0,0,0,2.6,119485.0,1,1,1,1,1,0,0,0,15449.0,15752.0,15449.0,1522.0,1549.0,1522.0,15752.0,99.92,1549.0,9.83,4425.0,28.07,1627.0,10.32,11202.0,71.05,1269.0,8.05,2188.0,13.88,3.0,0.02,38.0,0.24,1053.0,6.68,1653.0,10.49,0.0,0.0,406.0,7.84,15449.0,98.0,1522.0,9.66,4355.0,27.62,1587.0,10.07,10963.0,69.54,1248.0,7.92,2172.0,13.78,3.0,0.02,38.0,0.24,1025.0,6.5,1619.0,10.27,0.0,0.0,397.0,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.0,4428.0,1628.0,11212.0,1269.0,2188.0,3.0,38.0,1055.0,1655.0,0.0,399.0
34001011803,New Jersey,Atlantic County,1,4688,2030,0,4.0,0.09,0,0,0,0,0,0,19.9,80125.0,1,1,1,1,1,0,0,0,1358.0,2310.0,1358.0,292.0,467.0,292.0,2310.0,49.28,467.0,9.96,559.0,11.91,331.0,7.05,2088.0,44.55,58.0,1.25,77.0,1.65,1.0,0.02,2.0,0.04,83.0,1.77,124.0,2.66,36.0,1.77,161.0,7.92,1358.0,28.97,292.0,6.23,331.0,7.06,206.0,4.4,1206.0,25.73,39.0,0.84,47.0,1.0,0.0,0.0,2.0,0.04,64.0,1.36,90.0,1.92,23.0,1.15,96.0,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.0,1067.0,610.0,3589.0,428.0,253.0,1.0,12.0,405.0,607.0,180.0,362.0
34001011804,New Jersey,Atlantic County,1,7189,2547,0,4.0,0.06,0,0,0,0,0,0,5.2,89159.0,1,1,1,1,1,0,0,0,6942.0,7182.0,6942.0,1020.0,1037.0,1020.0,7182.0,99.9,1037.0,14.43,1857.0,25.83,793.0,11.03,6216.0,86.47,383.0,5.32,250.0,3.48,1.0,0.01,18.0,0.25,314.0,4.37,471.0,6.55,0.0,0.0,154.0,6.05,6942.0,96.56,1020.0,14.19,1824.0,25.37,746.0,10.38,5986.0,83.26,381.0,5.3,247.0,3.44,1.0,0.01,18.0,0.25,309.0,4.29,468.0,6.51,0.0,0.0,148.0,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.0,1858.0,795.0,6223.0,383.0,250.0,1.0,18.0,314.0,471.0,0.0,142.0
34001011805,New Jersey,Atlantic County,0,2283,808,0,0.0,0.0,0,0,0,0,0,0,9.9,89205.0,0,0,0,0,0,0,0,0,,,,,,,2283.0,100.0,297.0,13.03,560.0,24.53,218.0,9.55,2089.0,91.5,79.0,3.46,42.0,1.84,0.0,0.0,7.0,0.31,66.0,2.89,101.0,4.42,21.0,2.61,35.0,4.35,2283.0,100.0,297.0,13.03,560.0,24.53,218.0,9.55,2089.0,91.5,79.0,3.46,42.0,1.84,0.0,0.0,7.0,0.31,66.0,2.89,101.0,4.42,21.0,2.61,35.0,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,560.0,218.0,2089.0,79.0,42.0,0.0,7.0,66.0,101.0,19.0,32.0
34001011900,New Jersey,Atlantic County,1,8031,2768,0,20.0,0.25,1,1,1,1,1,1,19.2,42941.0,1,1,1,1,1,0,0,1,1249.0,6370.0,1249.0,691.0,3029.0,691.0,6370.0,79.32,3029.0,37.72,1807.0,22.5,575.0,7.16,1532.0,19.07,3193.0,39.76,177.0,2.2,2.0,0.02,55.0,0.69,1411.0,17.57,2240.0,27.89,376.0,13.58,634.0,22.91,1249.0,15.56,691.0,8.6,346.0,4.31,151.0,1.88,304.0,3.79,633.0,7.89,43.0,0.54,0.0,0.0,12.0,0.15,256.0,3.19,397.0,4.95,82.0,2.97,134.0,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4029.0,2298.0,716.0,1858.0,3968.0,194.0,2.0,68.0,1941.0,3064.0,435.0,778.0
34001012000,New Jersey,Atlantic County,1,4519,1642,0,0.0,0.0,1,1,1,1,1,1,22.7,57986.0,1,1,1,1,1,0,0,1,1753.0,3564.0,1753.0,770.0,1735.0,770.0,3564.0,78.87,1735.0,38.39,906.0,20.05,435.0,9.62,1273.0,28.18,1326.0,29.35,167.0,3.69,1.0,0.02,34.0,0.75,763.0,16.88,1343.0,29.73,213.0,12.98,320.0,19.5,1753.0,38.79,770.0,17.04,458.0,10.12,184.0,4.08,554.0,12.26,739.0,16.36,66.0,1.45,0.0,0.0,13.0,0.3,381.0,8.44,693.0,15.33,95.0,5.78,163.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.0,1149.0,582.0,1515.0,1726.0,206.0,2.0,42.0,1028.0,1766.0,280.0,394.0
34001012100,New Jersey,Atlantic County,1,3138,912,0,184.0,5.86,0,1,0,0,0,1,30.3,44943.0,0,1,0,1,0,0,0,0,116.0,1638.0,116.0,70.0,1000.0,70.0,1638.0,52.21,1000.0,31.88,398.0,12.67,254.0,8.08,549.0,17.48,629.0,20.03,21.0,0.67,1.0,0.03,15.0,0.46,425.0,13.53,658.0,20.95,98.0,10.77,129.0,14.1,116.0,3.69,70.0,2.22,15.0,0.49,47.0,1.51,52.0,1.67,41.0,1.3,1.0,0.05,0.0,0.01,0.0,0.01,21.0,0.66,23.0,0.74,5.0,0.6,7.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.0,819.0,365.0,976.0,1045.0,99.0,1.0,29.0,988.0,1478.0,172.0,216.0
34001012200,New Jersey,Atlantic County,1,5161,1576,0,105.0,2.03,0,1,0,1,1,1,18.0,48284.0,0,1,0,1,0,0,0,1,,1699.0,,,897.0,,1699.0,32.92,897.0,17.38,491.0,9.51,193.0,3.74,283.0,5.48,907.0,17.58,15.0,0.29,2.0,0.03,11.0,0.22,481.0,9.33,702.0,13.6,111.0,7.05,101.0,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.0,1429.0,592.0,898.0,2653.0,86.0,3.0,32.0,1489.0,2141.0,368.0,345.0
34001012302,New Jersey,Atlantic County,1,3437,1195,0,1.0,0.03,0,0,0,0,0,0,7.6,102300.0,0,1,0,1,0,0,0,0,496.0,1920.0,496.0,16.0,122.0,16.0,1920.0,55.85,122.0,3.55,522.0,15.18,233.0,6.78,1778.0,51.73,36.0,1.04,65.0,1.88,0.0,0.0,1.0,0.04,39.0,1.15,70.0,2.04,10.0,0.82,15.0,1.27,496.0,14.43,16.0,0.46,143.0,4.16,62.0,1.81,469.0,13.65,9.0,0.27,14.0,0.41,0.0,0.0,0.0,0.0,4.0,0.11,11.0,0.32,3.0,0.23,4.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.0,903.0,437.0,2962.0,95.0,187.0,1.0,6.0,186.0,333.0,11.0,25.0
34001012401,New Jersey,Atlantic County,1,3014,1110,0,178.0,5.91,0,1,0,0,0,1,12.1,73807.0,0,1,0,1,0,0,0,0,1.0,1003.0,1.0,0.0,343.0,0.0,1003.0,33.29,343.0,11.4,210.0,6.96,242.0,8.02,843.0,27.97,56.0,1.85,52.0,1.73,0.0,0.0,4.0,0.13,49.0,1.61,79.0,2.61,16.0,1.47,36.0,3.27,1.0,0.03,0.0,0.01,0.0,0.01,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0,702.0,608.0,2582.0,141.0,112.0,0.0,9.0,170.0,251.0,42.0,88.0
34001012402,New Jersey,Atlantic County,1,2173,847,0,4.0,0.18,0,0,0,0,0,0,5.9,95737.0,0,1,0,1,0,0,0,0,164.0,1781.0,164.0,23.0,287.0,23.0,1781.0,81.95,287.0,13.22,394.0,18.15,278.0,12.77,1635.0,75.26,27.0,1.22,61.0,2.8,0.0,0.0,1.0,0.03,58.0,2.65,90.0,4.15,24.0,2.88,31.0,3.68,164.0,7.53,23.0,1.08,42.0,1.93,17.0,0.77,148.0,6.82,3.0,0.12,5.0,0.22,0.0,0.0,0.0,0.0,8.0,0.38,7.0,0.34,2.0,0.27,3.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,486.0,340.0,1971.0,43.0,89.0,0.0,1.0,69.0,106.0,26.0,35.0
34001012501,New Jersey,Atlantic County,1,2461,984,0,127.0,5.16,0,0,0,0,1,0,0.6,116534.0,1,1,1,1,1,0,0,1,2356.0,2461.0,2356.0,219.0,230.0,219.0,2461.0,100.0,230.0,9.33,559.0,22.71,612.0,24.87,2262.0,91.91,40.0,1.63,97.0,3.94,0.0,0.0,5.0,0.2,57.0,2.32,68.0,2.76,134.0,13.61,2.0,0.21,2356.0,95.72,219.0,8.9,535.0,21.74,597.0,24.25,2161.0,87.81,40.0,1.63,94.0,3.84,0.0,0.0,5.0,0.2,55.0,2.25,66.0,2.7,132.0,13.39,2.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,559.0,612.0,2262.0,40.0,97.0,0.0,5.0,57.0,68.0,131.0,2.0
34001012502,New Jersey,Atlantic County,1,1621,620,0,0.0,0.0,0,0,0,0,0,0,1.8,119167.0,0,1,0,1,0,0,0,0,488.0,1084.0,488.0,28.0,59.0,28.0,1084.0,66.89,59.0,3.63,276.0,17.01,192.0,11.87,1006.0,62.04,4.0,0.23,47.0,2.9,0.0,0.0,0.0,0.0,28.0,1.72,48.0,2.94,7.0,1.18,0.0,0.0,488.0,30.08,28.0,1.75,128.0,7.92,91.0,5.63,455.0,28.05,2.0,0.1,18.0,1.11,0.0,0.0,0.0,0.0,13.0,0.82,20.0,1.22,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,396.0,281.0,1501.0,10.0,71.0,0.0,0.0,39.0,70.0,14.0,0.0
34001012602,New Jersey,Atlantic County,1,1418,511,0,5.0,0.35,0,0,0,0,0,0,1.0,112250.0,1,1,1,1,1,0,0,0,647.0,1418.0,647.0,40.0,108.0,40.0,1418.0,100.0,108.0,7.59,337.0,23.77,205.0,14.46,1326.0,93.51,7.0,0.49,60.0,4.23,0.0,0.0,0.0,0.0,25.0,1.76,33.0,2.33,6.0,1.1,17.0,3.39,647.0,45.63,40.0,2.8,166.0,11.71,81.0,5.74,601.0,42.41,4.0,0.28,30.0,2.14,0.0,0.0,0.0,0.0,11.0,0.79,16.0,1.1,3.0,0.68,7.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,337.0,205.0,1326.0,7.0,60.0,0.0,0.0,25.0,33.0,5.0,17.0
34001012701,New Jersey,Atlantic County,1,3408,1368,0,3.0,0.09,0,1,0,0,0,1,6.7,77154.0,0,1,0,1,0,0,0,0,0.0,1754.0,0.0,0.0,365.0,0.0,1754.0,51.47,365.0,10.72,399.0,11.7,189.0,5.55,1366.0,40.09,174.0,5.09,80.0,2.35,0.0,0.0,4.0,0.12,130.0,3.82,162.0,4.76,52.0,3.79,50.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.0,740.0,427.0,2756.0,256.0,145.0,0.0,7.0,244.0,297.0,111.0,101.0
34001012702,New Jersey,Atlantic County,1,1786,758,0,5.0,0.28,1,1,1,1,1,1,21.6,59896.0,1,1,1,1,1,0,0,1,1015.0,1761.0,1015.0,391.0,678.0,391.0,1761.0,98.59,678.0,37.94,449.0,25.12,276.0,15.46,1334.0,74.68,255.0,14.28,18.0,1.01,0.0,0.0,8.0,0.42,147.0,8.2,186.0,10.43,120.0,15.77,90.0,11.83,1015.0,56.85,391.0,21.88,309.0,17.28,137.0,7.69,648.0,36.26,243.0,13.6,11.0,0.63,0.0,0.0,3.0,0.17,110.0,6.18,127.0,7.1,69.0,9.17,52.0,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,454.0,281.0,1357.0,255.0,18.0,0.0,8.0,148.0,189.0,116.0,87.0
34001012801,New Jersey,Atlantic County,1,3892,1731,0,2.0,0.05,0,1,0,0,0,1,10.3,61250.0,0,1,0,1,0,0,0,0,1.0,1281.0,1.0,0.0,379.0,0.0,1281.0,32.91,379.0,9.73,190.0,4.88,311.0,7.98,1145.0,29.41,59.0,1.51,27.0,0.69,1.0,0.03,3.0,0.08,46.0,1.18,61.0,1.58,45.0,2.59,83.0,4.82,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,830.0,592.0,2805.0,615.0,136.0,4.0,6.0,326.0,467.0,144.0,213.0
34001012802,New Jersey,Atlantic County,1,1709,798,0,0.0,0.0,0,0,0,0,0,0,10.1,80625.0,0,1,0,1,0,0,0,0,304.0,1709.0,304.0,72.0,430.0,72.0,1709.0,100.0,430.0,25.18,276.0,16.15,277.0,16.21,1583.0,92.63,27.0,1.58,33.0,1.93,2.0,0.12,6.0,0.35,58.0,3.39,71.0,4.15,22.0,2.74,37.0,4.61,304.0,17.76,72.0,4.22,48.0,2.81,60.0,3.53,289.0,16.91,6.0,0.37,1.0,0.09,0.0,0.0,0.0,0.0,7.0,0.39,5.0,0.3,3.0,0.43,7.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,276.0,277.0,1583.0,27.0,33.0,2.0,6.0,58.0,71.0,18.0,33.0
34001013000,New Jersey,Atlantic County,1,3616,1686,0,0.0,0.0,0,0,0,0,0,0,7.2,106750.0,0,1,0,1,0,0,0,0,0.0,1114.0,0.0,0.0,236.0,0.0,1114.0,30.82,236.0,6.53,228.0,6.32,304.0,8.4,1078.0,29.8,3.0,0.08,14.0,0.39,1.0,0.03,0.0,0.0,19.0,0.52,29.0,0.8,55.0,3.29,21.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0,593.0,1140.0,3496.0,21.0,40.0,1.0,2.0,56.0,90.0,122.0,70.0
34001013101,New Jersey,Atlantic County,1,1192,568,0,0.0,0.0,0,0,0,0,0,0,3.1,111875.0,0,1,0,1,0,0,0,0,0.0,711.0,0.0,0.0,104.0,0.0,711.0,59.68,104.0,8.72,97.0,8.15,253.0,21.26,701.0,58.81,3.0,0.25,5.0,0.42,0.0,0.0,0.0,0.04,2.0,0.17,5.0,0.4,34.0,5.92,6.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,162.0,457.0,1173.0,7.0,6.0,0.0,2.0,4.0,10.0,54.0,10.0
